"Active Licenses","Permit Number","BAN","Permit Status","POE Class Code","License Type","DBA Name","Street Address","City","State","Point","analysis_neighborhood","supervisor_district","police_district","data_as_of","data_loaded_at"
"POE, EHP","582","1063162","Active","P23","Place of Entertainment","Hilton San Francisco","333 OFARRELL ST","San Francisco","CA","POINT (-122.4104265 37.785645)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","587","0322910","Active","P23","Place of Entertainment","Jazz Room","5267 3RD ST","San Francisco","CA","POINT (-122.392242 37.729638)","Bayview Hunters Point","10","BAYVIEW","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","594","0090123","Active","P23","Place of Entertainment","CLUB PUERTORRIQUENO DE S.F CA","3249 MISSION ST","San Francisco","CA","POINT (-122.420034 37.744713)","Bernal Heights","9","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","608","0447323","Active","P23","Place of Entertainment","Four Season Hotel San Francisco","757 MARKET ST","San Francisco","CA","POINT (-122.404491 37.786599)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","611","0950353","Active",,,"Cable Car Restaurant/Kennedy's Irish Pub","1040 COLUMBUS AVE","San Francisco","CA","POINT (-122.4152775 37.804176)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","618","1012369","Active",,,"King Kong Bida","745 OFARRELL ST","San Francisco","CA","POINT (-122.4169785 37.785195)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","623","0944781","Active","P23","Place of Entertainment","The Beach Chalet Brewery & Restaurant","1000 GREAT HWY","San Francisco","CA","POINT (-122.510648586 37.76911023)","Golden Gate Park","4","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","629","0952871","Active","P23","Place of Entertainment","Broadway Studios","435 BROADWAY","San Francisco","CA","POINT (-122.40444051 37.798125009)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","633","0316084","Active","P23","Place of Entertainment","Foreign Cinema and Laszlo","2534 MISSION ST","San Francisco","CA","POINT (-122.4190395 37.756485)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","639","0916840","Active","P23","Place of Entertainment","HOLIDAY INN GOLDEN GATEWAY","1500 VAN NESS AVE","San Francisco","CA","POINT (-122.42169 37.789839)","Nob Hill","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","647","0204116","Active",,,"Horseshoe Tavern","2024 CHESTNUT ST","San Francisco","CA","POINT (-122.4369675 37.800927)","Marina","2","NORTHERN","2024/05/15 11:12:47 AM","2025/10/10 08:05:31 AM"
"POE, EHP","648","0159060","Active","P23","Place of Entertainment","HORNBLOWER YACHTS, INC.","3 PIER","San Francisco","CA","POINT (-122.397298013 37.794947986)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","651","0157789","Active",,,"Mel's Drive In","2165 LOMBARD ST","San Francisco","CA","POINT (-122.437107 37.799451)","Marina","2","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","652","0157789","Active",,,"Mel's Drive In","1050 VAN NESS AVE","San Francisco","CA","POINT (-122.4208755 37.785501)","Tenderloin","5","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","653","0157789","Active",,,"Mel's Drive In","833 MISSION ST","San Francisco","CA","POINT (-122.4050805 37.783377)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","654","0157789","Active",,,"Mel's Drive In","3355 GEARY BLVD","San Francisco","CA","POINT (-122.454767355 37.781425875)","Lone Mountain/USF","2","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","655","0398979","Active","P23","Place of Entertainment","Westin St. Francis Hotel-""Master Ballroom""","335 POWELL ST","San Francisco","CA","POINT (-122.4084645 37.787868)","Tenderloin","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","666","1081745","Active","P23","Place of Entertainment","Rick and Roxy's","2125 LOMBARD ST","San Francisco","CA","POINT (-122.4364815 37.799532)","Marina","2","NORTHERN","2024/07/15 10:24:56 AM","2025/10/10 08:05:31 AM"
"POE, EHP","671","0343971","Active","P23","Place of Entertainment","DNA Lounge","375 11TH ST","San Francisco","CA","POINT (-122.412699 37.77102)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD","672","0182040","Active",,,"Musee Mechanique",,"San Francisco","CA",,,,,"2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP, EHP","676","0161423","Active",,,"Family Billiards","2807 GEARY BLVD","San Francisco","CA","POINT (-122.449218033 37.782132904)","Lone Mountain/USF","2","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","681","0328038","Active","P23","Place of Entertainment","Club Waziema","543 DIVISADERO ST","San Francisco","CA","POINT (-122.4380655 37.774629)","Hayes Valley","5","PARK","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","682","0393167","Active","P23","Place of Entertainment","The Independent","628 DIVISADERO ST","San Francisco","CA","POINT (-122.4375255 37.775538)","Hayes Valley","5","PARK","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","687","0375322","Active","P23","Place of Entertainment","Gold Club","650 HOWARD ST","San Francisco","CA","POINT (-122.3997075 37.785951)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","695","0369712","Active",,,"Bender's Bar & Grill","806 SOUTH VAN NESS AVE","San Francisco","CA","POINT (-122.4172935 37.760202)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","704","0463954","Active",,,"Tip Top Club","3776 MISSION ST","San Francisco","CA","POINT (-122.4246735 37.736415)","Bernal Heights","8","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","706","0358273","Active","P23","Place of Entertainment","Swig","561 GEARY ST","San Francisco","CA","POINT (-122.412602926 37.786781809)","Tenderloin","5","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","712","0368985","Active",,,"La Terra","511 HARRISON ST","San Francisco","CA","POINT (-122.3930205 37.785501)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD","716","0377308","Active",,,"The Page","298 DIVISADERO ST","San Francisco","CA","POINT (-122.4369045 37.772127)","Haight Ashbury","5","PARK","2025/03/05 12:53:43 PM","2025/10/10 08:05:31 AM"
"EHP","727","0367892","Active",,,"Barbarossa","714 MONTGOMERY ST","San Francisco","CA","POINT (-122.4030825 37.795905)","Chinatown","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","728","0379652","Active","P23","Place of Entertainment","Cigar Bar & Restaurant","850 MONTGOMERY ST","San Francisco","CA","POINT (-122.403393 37.797165)","Chinatown","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","730","0387631","Active","P23","Place of Entertainment","Sens Restaurant","4 EMBARCADERO CTR","San Francisco","CA","POINT (-122.396236026 37.795534007)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","732","429331","Active",,,"The Regency","1290 SUTTER ST","San Francisco","CA","POINT (-122.4213975 37.787859)","Nob Hill","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","738","0482870","Active",,,"Lucitas Bar","5163 MISSION ST","San Francisco","CA","POINT (-122.441049 37.715958)","Excelsior","11","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","740","0382616","Active","P23","Place of Entertainment","Lucita's Nightclub","3247 MISSION ST","San Francisco","CA","POINT (-122.420034 37.744713)","Bernal Heights","9","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","744","0315323","Active","P23","Place of Entertainment","The Grand","520 4TH ST","San Francisco","CA","POINT (-122.3978895 37.779093)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","747","0431563","Active","P23","Place of Entertainment","Raven Bar","1151 FOLSOM ST","San Francisco","CA","POINT (-122.4087795 37.775682)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","757","0331691","Active","P23","Place of Entertainment","Far East Café","631 GRANT AVE","San Francisco","CA","POINT (-122.406381 37.792998)","Chinatown","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","761","387830","Active","P23","Place of Entertainment","Cat Club","1190 FOLSOM ST","San Francisco","CA","POINT (-122.410062 37.775475)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","768","1090789","Active","P23","Place of Entertainment","The Knockout","3223 MISSION ST","San Francisco","CA","POINT (-122.4198 37.745091)","Bernal Heights","9","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","771","0374488","Active","P23","Place of Entertainment","Hotel Utah Saloon","500 4TH ST","San Francisco","CA","POINT (-122.398146 37.7793)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, MAD, BP","790","0936871","Active","P23","Place of Entertainment","Daddy's Bar or The 440","440 CASTRO ST","San Francisco","CA","POINT (-122.4354195 37.761831)","Castro/Upper Market","8","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, MAD, BP","796","0108287","Active","P23","Place of Entertainment","Moby Dick Bar","4049 18TH ST","San Francisco","CA","POINT (-122.4337455 37.760778)","Castro/Upper Market","8","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","805","1010655","Active","P23","Place of Entertainment","Cobb's Comedy Club","915 COLUMBUS AVE","San Francisco","CA","POINT (-122.414346 37.802898)","Russian Hill","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","813",,"Active","P23","Place of Entertainment","Toad Hall","4146 18TH ST","San Francisco","CA","POINT (-122.4359145 37.76103)","Castro/Upper Market","8","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","815","0916639","Active","P23","Place of Entertainment","SF Mix","4086 18TH ST","San Francisco","CA","POINT (-122.4345015 37.761147)","Castro/Upper Market","8","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","820","0397546","Active","P23","Place of Entertainment","Temple Nightclub","540 HOWARD ST","San Francisco","CA","POINT (-122.397116763 37.78773412)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","822","0381673","Active","P23","Place of Entertainment","Club Malibu","3395 MISSION ST","San Francisco","CA","POINT (-122.4217575 37.742283)","Bernal Heights","9","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","835","0395833","Active","P23","Place of Entertainment","CLUB BOTTOMS UP","4704 MISSION ST","San Francisco","CA","POINT (-122.4364545 37.723041)","Outer Mission","11","INGLESIDE","2025/09/22 03:31:10 PM","2025/10/10 08:05:31 AM"
"POE","837","0201542","Active","P23","Place of Entertainment","The Bamboo Hut","479 BROADWAY","San Francisco","CA","POINT (-122.405149608 37.798034671)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","849","0397645","Active","P23","Place of Entertainment","Sheba Piano Lounge","1419 FILLMORE ST","San Francisco","CA","POINT (-122.4333315 37.782621)","Western Addition","5","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","850","0402009","Active","P23","Place of Entertainment","Maggie McGarry's","1353 GRANT AVE","San Francisco","CA","POINT (-122.407542 37.799397)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","853","399795","Active","P23","Place of Entertainment","The Royale","800 POST ST","San Francisco","CA","POINT (-122.415282 37.787607)","Nob Hill","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","858","0404920","Active","P23","Place of Entertainment","Madarae","46 MINNA ST","San Francisco","CA","POINT (-122.398177643 37.788484601)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","860","0402193","Active","P23","Place of Entertainment","F8","1192 FOLSOM ST","San Francisco","CA","POINT (-122.409904759 37.775171166)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","877","0440669","Active","P23","Place of Entertainment","Aquarium of the Bay","39 PIER","San Francisco","CA","POINT (-122.396222304 37.795040654)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","884","0413316","Active","P23","Place of Entertainment","Thee Parkside","1600 17TH ST","San Francisco","CA","POINT (-122.3998965 37.76517)","Mission Bay","10","BAYVIEW","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","904","0404920","Active",,,"Madarae","46 MINNA ST","San Francisco","CA","POINT (-122.398177643 37.788484601)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","906","1040644","Active","P23","Place of Entertainment","Forest Hill Assoc. or Clubhouse","381 MAGELLAN AVE","San Francisco","CA","POINT (-122.4635985 37.744587)","West of Twin Peaks","7","TARAVAL","2025/09/26 01:50:33 PM","2025/10/10 08:05:31 AM"
"POE","918","0366545","Active","P23","Place of Entertainment","Elan Event Venue","839 HOWARD ST","San Francisco","CA","POINT (-122.403366 37.782288)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","920","0396483","Active","P23","Place of Entertainment","EL RIO YOUR DIVE","3158 MISSION ST","San Francisco","CA","POINT (-122.4194805 37.746819)","Bernal Heights","9","INGLESIDE","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","922","0421183","Active","P23","Place of Entertainment","The Lookout","3600 16TH ST","San Francisco","CA","POINT (-122.433417 37.764396)","Castro/Upper Market","8","PARK","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","923","0417332","Active","P23","Place of Entertainment","TAJ Campton Place","340 STOCKTON ST","San Francisco","CA","POINT (-122.4065835 37.789164)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","928","0301719","Active",,,"Hole in the Wall Saloon","1369 FOLSOM ST","San Francisco","CA","POINT (-122.412294 37.772901)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","941","0423658","Active","P23","Place of Entertainment","Ginger's/Pagan Idol/Rickhouse","246 KEARNY ST","San Francisco","CA","POINT (-122.4038205 37.790523)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","942","0461317","Active",,,"Murio's","1811 HAIGHT ST","San Francisco","CA","POINT (-122.452218 37.769229)","Haight Ashbury","5","PARK","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","948","1082659","Active","P23","Place of Entertainment","Marrakech Restaurant","419 OFARRELL ST","San Francisco","CA","POINT (-122.41167926 37.78593291)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","954","0429331","Active","P23","Place of Entertainment","The Warfield Theatre","982 MARKET ST","San Francisco","CA","POINT (-122.4100845 37.782693)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","956","0433520","Active","P23","Place of Entertainment","Madrone Art Bar","500 DIVISADERO ST","San Francisco","CA","POINT (-122.437377 37.774224)","Hayes Valley","5","PARK","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","969","0435417","Active","P23","Place of Entertainment","Neck of the Woods","406 CLEMENT ST","San Francisco","CA","POINT (-122.463531868 37.783010015)","Inner Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","979","0422158","Active","P23","Place of Entertainment","China House Jumbo Seafood","2237 POWELL ST","San Francisco","CA","POINT (-122.411929354 37.805481745)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","985","0444623","Active","P23","Place of Entertainment","Volar Music","626 CLEMENT ST","San Francisco","CA","POINT (-122.465845791 37.782912762)","Inner Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","988","0441175","Active","P23","Place of Entertainment","Mayes","1233 POLK ST","San Francisco","CA","POINT (-122.420547 37.788273)","Nob Hill","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","994","443715","Active","P23","Place of Entertainment","Novela","662 MISSION ST","San Francisco","CA","POINT (-122.401174399 37.78697591)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","999","0334661","Active","P23","Place of Entertainment","Union Square Sports Bar","115 MASON ST","San Francisco","CA","POINT (-122.40939671 37.784549693)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
